source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target
eng,ind,MT560_WikiMatrix,250000,OPUS_Tanzil,1.1,0.3,15.0,0.8,0.5,0.2,16.7,0.8,94.0,1.1,0.5616,0.1352,1.1,0.3,16.0,0.9,0.7,0.2,17.8,1.0,91.8,0.7,0.6057,0.134,0.7,0.2,14.8,0.8,0.4,0.1,16.4,0.8,92.5,0.6,0.5824,0.1318,0.9,0.2,15.8,0.9,0.6,0.2,17.5,0.9,91.7,0.7,0.5933,0.1326,2.7,0.5,20.3,1.0,1.4,0.3,22.0,1.1,88.9,0.8,0.6465,0.1332,4.5,0.7,22.5,1.1,2.3,0.4,24.1,1.2,87.7,0.9,0.6557,0.1326,0.5,0.1,12.9,0.6,0.2,0.1,14.6,0.7,94.8,0.5,0.4871,0.1193,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,500.0,2117.0,38.0,30.0,104.067908,115.47442326980944,155.59,0.0176334106728538,0.0139729855612482,0.4411764705882353,8.136994547829288e-05,0.0003300674032381,0.0003856288964586,0.567724215423363,0.6225117998477445,0.0207591075388493,0.0512260601451233,0.1367614529448703,0.1054125890242494,0.001540010458539,0.0229813306595274,0.015570544171544,0.2002631425857544,0.4292744994163513,0.4826592206954956,0.0
eng,ind,MT560_WikiMatrix,250000,neulab_tedtalksv1,24.4,0.7,54.2,0.6,22.6,0.7,56.5,0.6,60.5,0.9,0.774,0.1422,24.2,0.7,57.8,0.6,18.3,0.6,60.0,0.6,62.0,0.7,0.835,0.1097,28.8,0.7,56.4,0.5,27.2,0.8,58.5,0.5,52.7,1.1,0.788,0.1342,23.8,0.6,57.2,0.5,18.2,0.6,59.3,0.5,61.4,0.6,0.8229,0.1168,34.7,0.8,60.6,0.6,32.1,0.8,62.7,0.5,47.2,0.8,0.8582,0.0954,34.6,0.9,60.0,0.6,32.1,0.8,62.1,0.6,47.5,1.0,0.8563,0.0964,24.7,0.8,52.1,0.6,23.1,0.8,54.3,0.6,58.6,1.4,0.742,0.1524,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,3180.0,2117.0,38.0,36.0,104.067908,115.47442326980944,80.80660377358491,0.0176334106728538,0.0167208546214584,0.4864864864864865,8.136994547829288e-05,0.0003300674032381,0.000140096900356,0.567724215423363,0.1757186715693421,1.838718693946635,0.0512260601451233,0.0860066923412122,0.0494922515408863,0.001540010458539,0.0072958906346438,0.0045407615119371,0.2002631425857544,0.3191627860069275,0.2059670090675354,0.0
eng,ind,MT560_WikiMatrix,250000,MT560_OPUS_Tatoeba,31.2,2.5,57.4,1.9,24.9,2.6,59.5,2.0,55.7,2.8,0.9,0.1087,34.5,2.6,59.9,1.9,28.6,2.7,62.0,1.9,50.1,2.6,0.9243,0.0802,35.1,2.8,59.4,2.1,29.2,3.0,61.3,2.0,49.3,2.8,0.914,0.0967,33.1,2.6,58.9,2.0,28.7,2.8,60.8,1.9,49.9,2.8,0.9173,0.0865,41.0,2.9,63.6,2.0,33.6,3.2,65.4,2.1,45.5,2.7,0.9426,0.0544,42.7,2.9,64.4,2.0,36.2,3.2,66.1,2.0,42.9,2.6,0.9414,0.0598,28.8,2.6,53.3,2.0,23.9,2.8,55.0,1.9,56.3,3.1,0.8692,0.1387,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,500.0,2117.0,38.0,31.0,104.067908,115.47442326980944,33.262,0.0176334106728538,0.0144320297951582,0.4492753623188406,8.136994547829288e-05,0.0003300674032381,0.0018639889363237,0.567724215423363,0.9145983156609264,0.6772041761244881,0.0512260601451233,0.1079979200150629,0.0732499811786513,0.001540010458539,0.0117564505709846,0.0077768173945382,0.2002631425857544,0.4530094265937805,0.4147275686264038,0.0
eng,ind,MT560_WikiMatrix,250000,MT560_OPUS100,20.9,1.1,46.8,1.2,15.0,1.2,49.4,1.2,78.3,2.0,0.7894,0.1597,23.6,1.2,48.4,1.2,17.0,1.3,51.0,1.2,75.2,2.0,0.8223,0.144,24.1,1.2,48.8,1.2,16.9,1.2,51.2,1.2,72.6,1.9,0.8179,0.1509,23.1,1.2,47.6,1.1,16.1,1.2,50.2,1.2,75.0,1.9,0.8153,0.146,30.9,1.3,54.0,1.2,22.6,1.3,56.2,1.3,64.1,1.9,0.8546,0.1334,31.9,1.4,53.9,1.3,23.5,1.4,56.1,1.3,62.7,1.8,0.8548,0.1326,20.3,1.1,44.5,1.2,14.0,1.0,46.7,1.2,78.0,1.9,0.7634,0.1688,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,1954.0,2117.0,38.0,36.0,104.067908,115.47442326980944,34.929375639713406,0.0176334106728538,0.0167208546214584,0.4864864864864865,8.136994547829288e-05,0.0003300674032381,0.000527457070855,0.567724215423363,0.7152619806425518,0.1400472528420391,0.0512260601451233,0.1003630033476367,0.0651961319462918,0.001540010458539,0.0127377590423601,0.0083468799036762,0.2002631425857544,0.4265310764312744,0.40020352602005,0.0
eng,ind,MT560_WikiMatrix,250000,MT560_WikiMatrix,9.2,0.9,28.7,0.6,5.5,0.7,31.5,0.6,95.3,1.1,0.6736,0.1414,8.6,0.9,28.2,0.6,5.1,0.7,31.1,0.6,94.7,1.0,0.6774,0.1369,9.1,0.9,28.5,0.6,5.5,0.7,31.3,0.6,94.2,1.1,0.6724,0.143,8.2,0.8,27.7,0.5,4.8,0.7,30.5,0.6,95.1,1.5,0.6648,0.1402,9.4,1.0,29.1,0.6,5.7,0.8,31.9,0.6,94.8,1.1,0.6877,0.138,9.1,1.0,28.6,0.6,5.5,0.8,31.5,0.6,94.4,1.1,0.6867,0.1359,8.4,0.8,28.0,0.5,5.1,0.6,30.8,0.5,94.6,1.0,0.6555,0.1466,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,2000.0,2117.0,38.0,193.0,104.067908,115.47442326980944,98.262,0.0176334106728538,0.0787878787878787,0.1558441558441558,8.136994547829288e-05,0.0003300674032381,0.0009820683478862,0.567724215423363,0.8411536949153096,0.440771009284227,0.0512260601451233,0.0237470636544971,0.0519880498588763,0.001540010458539,0.0005430605013694,0.0073018981957006,0.2002631425857544,0.0586887598037719,0.1919060945510864,0.0
eng,ind,MT560_WikiMatrix,250000,bible,9.3,0.5,34.3,0.6,5.1,0.4,37.6,0.6,83.8,0.9,0.7045,0.113,13.9,0.7,39.0,0.6,7.9,0.6,42.2,0.6,78.5,1.0,0.789,0.0904,9.2,0.5,34.8,0.5,5.3,0.5,38.2,0.5,81.5,0.8,0.7277,0.109,11.0,0.6,36.3,0.6,6.4,0.5,39.5,0.6,80.2,1.1,0.746,0.1073,19.8,0.8,44.4,0.7,11.8,0.7,47.6,0.7,72.6,1.0,0.8363,0.0714,21.8,0.8,45.9,0.7,13.5,0.7,48.9,0.7,69.7,1.0,0.8444,0.0672,6.8,0.5,31.5,0.5,3.9,0.4,34.7,0.5,86.8,1.0,0.5915,0.1199,1.0,0.6,0.52,0.4546,0.2736,0.5,997.0,1000.0,2117.0,38.0,28.0,104.067908,115.47442326980944,148.581,0.0176334106728538,0.013053613053613,0.4242424242424242,8.136994547829288e-05,0.0003300674032381,0.0001884493979714,0.567724215423363,0.3228663433746033,0.5647385534869572,0.0512260601451233,0.124459569903872,0.089079593703302,0.001540010458539,0.0144726160568454,0.0265318312531085,0.2002631425857544,0.4844683408737182,0.5430857539176941,0.0
mar,eng,pmindia,34123,MT560_WikiMatrix,2.0,0.3,16.8,0.4,1.4,0.3,18.0,0.4,103.4,1.3,0.5486,0.1293,2.3,0.4,17.3,0.4,1.8,0.3,18.5,0.4,104.7,2.6,0.5515,0.1379,1.9,0.3,16.9,0.4,1.4,0.3,18.2,0.4,105.0,1.9,0.547,0.1273,2.1,0.3,17.3,0.4,1.6,0.3,18.5,0.4,100.0,1.4,0.5489,0.1337,2.5,0.4,17.8,0.4,1.8,0.3,19.1,0.4,102.3,1.2,0.5728,0.1305,2.5,0.4,17.5,0.4,1.8,0.3,18.8,0.4,103.4,1.4,0.5689,0.1314,0.7,0.1,13.7,0.3,0.6,0.2,14.8,0.3,114.3,2.4,0.4377,0.0801,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,2000.0,68.0,48.0,1022.0,90.62716136217104,83.586,75.974,0.41379310344827586,0.05963302752293578,0.044859813084112146,2.1989535568073782e-05,0.0005742588471753643,0.006725985205465027,0.9248822243703406,0.9934720076663067,0.8365313135546634,0.015229895312075116,0.1367849859429679,0.14168592239628414,0.0004880317230566256,0.005504506572544328,0.005659865727845104,0.014792561531066895,0.38277530670166016,0.40603184700012207,1.0
mar,eng,pmindia,34123,MT560_OPUS100,24.4,1.3,47.7,1.2,22.8,1.4,48.4,1.2,68.4,1.9,0.7786,0.1789,31.6,1.5,51.2,1.2,28.8,1.6,51.6,1.2,58.8,1.8,0.799,0.1775,24.8,1.5,48.5,1.2,23.5,1.4,49.1,1.2,64.8,2.2,0.7853,0.1783,32.9,1.5,52.7,1.2,30.5,1.6,53.2,1.2,56.0,1.7,0.8046,0.1764,47.0,1.7,66.3,1.3,44.7,1.9,66.7,1.3,43.8,1.8,0.8789,0.148,53.2,1.7,68.7,1.4,49.9,1.9,69.2,1.4,39.6,1.8,0.883,0.1516,2.6,0.4,19.8,0.5,1.9,0.4,20.5,0.6,114.8,2.2,0.5075,0.1197,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1986.0,68.0,48.0,37.0,90.62716136217104,83.586,24.536757301107755,0.41379310344827586,0.34285714285714286,0.4235294117647059,2.1989535568073782e-05,0.0005742588471753643,0.0007592858608659963,0.9248822243703406,0.9429171033597832,0.05938266080854771,0.015229895312075114,0.07012975536046037,0.0659051796336688,0.0004880317230566256,0.008372407997361461,0.0076313603889239245,0.014792561531066895,0.5445557534694672,0.5462512671947479,1.0
mar,eng,pmindia,34123,MT560_OPUS_Tatoeba,26.1,1.8,51.0,1.6,23.0,2.0,51.9,1.6,66.2,2.6,0.8225,0.1463,36.1,2.1,55.6,1.7,32.9,2.4,56.0,1.7,50.6,2.1,0.8529,0.1315,30.5,1.9,53.9,1.7,26.6,2.1,54.6,1.7,57.9,2.3,0.8357,0.1476,36.3,2.0,57.0,1.6,33.9,2.4,57.6,1.7,48.2,2.0,0.8571,0.1323,53.9,2.2,71.8,1.5,49.8,2.5,72.3,1.5,34.9,2.1,0.9289,0.0795,64.1,2.2,76.1,1.6,59.4,2.4,76.5,1.6,27.5,2.0,0.9371,0.0791,3.8,0.8,21.7,0.9,2.1,0.7,22.2,0.9,112.6,2.8,0.5185,0.1189,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1000.0,68.0,48.0,34.0,90.62716136217104,83.586,22.081,0.41379310344827586,0.3235294117647059,0.4024390243902439,2.1989535568073782e-05,0.0005742588471753643,0.0015397853358090666,0.9248822243703406,0.9716421246873825,0.3931950367724396,0.01522989531207446,0.0956417335213025,0.09056931728666315,0.0004880317230566256,0.015068521178372598,0.014381815412172982,0.014792561531066895,0.6046432256698608,0.6093160212039948,1.0
mar,eng,pmindia,34123,OPUS_bible,8.8,0.8,29.7,0.9,7.4,0.8,30.9,0.9,80.4,1.2,0.6559,0.1028,16.8,1.2,40.2,1.0,13.3,1.2,41.4,1.0,79.4,2.6,0.7367,0.1009,10.8,0.8,32.7,0.9,9.3,0.9,33.8,0.9,81.9,3.3,0.6773,0.1083,16.9,1.0,40.0,0.9,13.2,1.0,41.3,0.9,77.5,1.8,0.7356,0.0954,39.6,1.5,59.2,1.2,33.3,1.6,60.2,1.1,49.2,1.6,0.8483,0.0545,39.5,1.5,59.2,1.2,33.0,1.5,60.3,1.1,49.2,1.6,0.8507,0.0528,1.5,0.4,18.6,0.4,1.0,0.5,19.9,0.5,97.4,3.3,0.4587,0.0627,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,500.0,68.0,48.0,26.0,90.62716136217104,83.586,109.354,0.41379310344827586,0.2765957446808511,0.35135135135135137,2.1989535568073782e-05,0.0005742588471753643,0.00047551987124385027,0.9248822243703406,0.9096521335985907,0.04311614233685399,0.015229895312074379,0.10955668878253413,0.10458630966669116,0.0004880317230566256,0.025873786001380877,0.025215206735078988,0.014792561531066895,0.6384187638759613,0.6472947299480438,1.0
mar,eng,pmindia,34123,bible,5.9,0.4,26.1,0.6,4.8,0.4,27.5,0.6,87.2,0.9,0.6369,0.1003,11.0,0.7,34.2,0.7,8.3,0.6,35.7,0.7,88.0,1.9,0.7037,0.0985,7.5,0.5,29.1,0.5,6.3,0.5,30.5,0.5,87.1,1.8,0.66,0.0999,11.2,0.6,34.5,0.6,8.3,0.6,36.0,0.6,85.6,1.5,0.7032,0.0934,25.0,0.9,47.2,0.7,20.1,0.9,48.6,0.7,62.1,1.1,0.8028,0.0637,24.7,0.9,47.1,0.8,19.7,0.9,48.5,0.8,62.2,1.1,0.8036,0.0628,1.1,0.2,18.4,0.3,0.9,0.2,19.8,0.3,97.7,1.9,0.4589,0.0632,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1000.0,68.0,48.0,26.0,90.62716136217104,83.586,106.501,0.41379310344827586,0.2765957446808511,0.35135135135135137,2.1989535568073782e-05,0.0005742588471753643,0.0002441291631064497,0.9248822243703406,0.8279664784551551,1.8286467896793812,0.015229895312074379,0.10537212563921657,0.10073294576680417,0.0004880317230566256,0.02452596692452657,0.02389795763829783,0.014792561531066895,0.6190431416034698,0.6261730492115021,1.0
mar,eng,pmindia,34123,flores,18.6,0.9,43.4,0.8,14.7,0.9,45.6,0.8,71.4,1.2,0.7702,0.1069,24.0,1.0,48.2,0.8,18.7,0.9,50.2,0.8,67.1,1.3,0.7905,0.096,18.2,0.9,43.7,0.7,14.4,0.9,45.8,0.8,72.2,1.7,0.7684,0.1037,23.1,0.9,48.1,0.7,17.9,0.9,50.2,0.7,66.2,1.3,0.7819,0.0991,37.8,1.1,59.8,0.8,29.9,1.1,62.0,0.7,51.4,1.1,0.8796,0.0474,40.4,1.2,61.6,0.8,32.4,1.2,63.7,0.8,48.5,1.2,0.8838,0.0461,2.1,0.3,21.3,0.3,1.5,0.2,23.0,0.3,102.9,1.9,0.4885,0.0715,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1012.0,68.0,48.0,39.0,90.62716136217104,83.586,106.64229249011858,0.41379310344827586,0.3364485981308411,0.41379310344827586,2.1989535568073782e-05,0.0005742588471753643,0.0003613721020737199,0.9248822243703406,0.8820024981839087,0.34704676455290584,0.01522989531207447,0.03019247047857602,0.03200687012867985,0.0004880317230566256,0.0024486867386035414,0.009936490685068522,0.014792561531066895,0.3389683961868286,0.3410237431526184,1.0
mar,eng,pmindia,34123,pmindia,29.2,1.5,50.4,1.2,22.5,1.4,52.8,1.2,66.2,1.7,0.837,0.0933,14.8,0.9,39.0,0.9,11.5,0.9,41.5,0.9,80.2,1.6,0.7585,0.1198,29.8,1.5,50.8,1.2,23.2,1.4,53.2,1.1,64.9,1.9,0.8369,0.0968,14.6,0.9,39.3,0.9,11.4,0.9,41.9,0.9,79.7,2.7,0.7542,0.1212,33.9,1.5,54.5,1.2,26.7,1.4,56.8,1.2,60.5,1.8,0.8624,0.078,31.9,1.5,53.4,1.2,25.1,1.3,55.9,1.2,61.7,1.8,0.8605,0.083,15.2,1.3,34.8,1.0,11.5,1.2,36.6,1.0,83.8,1.9,0.6754,0.1283,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1000.0,68.0,48.0,53.0,90.62716136217104,83.586,88.937,0.41379310344827586,0.4297520661157025,0.44554455445544555,2.1989535568073782e-05,0.0005742588471753643,0.0005959274542653789,0.9248822243703406,0.9275622160328537,0.0013221331727426748,0.01522989531207512,0.015376807948189186,0.016007763096242116,0.0004880317230566256,0.0005239428883171827,0.00031807676811879126,0.014792561531066895,0.008929908275604248,0.030629754066467285,1.0
mar,eng,pmindia,34123,neulab_tedtalksv1,4.5,0.6,23.7,0.6,3.0,0.4,24.9,0.7,88.4,1.0,0.6037,0.1148,4.1,0.5,23.0,0.7,3.1,0.4,24.2,0.7,95.9,2.8,0.5739,0.1244,4.1,0.5,23.6,0.7,3.2,0.4,24.7,0.7,93.5,4.1,0.5908,0.1389,4.8,0.5,24.3,0.7,3.2,0.4,25.5,0.7,96.1,4.2,0.5763,0.127,9.3,0.7,35.0,0.9,7.0,0.6,36.5,0.9,79.5,0.9,0.7185,0.1066,10.6,0.8,34.6,0.9,8.4,0.7,36.1,1.0,78.7,1.7,0.7159,0.1177,0.5,0.2,15.5,0.3,0.4,0.3,16.6,0.3,97.0,1.0,0.4714,0.0696,0.9,0.4,0.7,0.4513,0.5687,0.6,1000.0,1091.0,68.0,48.0,36.0,90.62716136217104,83.586,74.47662694775435,0.41379310344827586,0.34615384615384615,0.42857142857142855,2.1989535568073782e-05,0.0005742588471753643,0.0004430551111329904,0.9248822243703406,0.9032000892218275,0.08769541782423307,0.015229895312074379,0.07227318165170246,0.06684762364536406,0.0004880317230566256,0.01075428198662379,0.009696556819759283,0.014792561531066895,0.4029639959335327,0.3833313584327698,1.0
afr,eng,MT560_OPUS100,267526,MT560_OPUS_SPC,56.2,1.9,69.4,1.5,51.9,2.0,70.9,1.5,39.2,2.0,0.7715,0.1851,33.8,2.1,53.5,1.9,31.7,2.0,55.4,2.0,58.3,2.4,0.6959,0.1804,33.4,1.5,54.8,1.4,30.6,1.6,56.9,1.4,57.3,2.1,0.7146,0.1705,31.7,1.7,53.8,1.5,29.5,1.8,55.9,1.5,59.2,2.2,0.7044,0.1722,46.7,1.9,62.9,1.6,41.8,1.9,64.6,1.6,49.5,2.3,0.7554,0.1742,40.2,1.9,58.9,1.6,36.3,2.0,60.9,1.6,54.8,2.6,0.7388,0.1755,32.5,1.8,50.5,1.5,27.6,1.8,52.0,1.5,61.4,2.0,0.6792,0.193,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,1000.0,56.0,36.0,36.0,23.700660870345317,102.60080240722166,49.961,0.391304347826087,0.391304347826087,0.5,8.83205113505263e-06,0.0003519302396058,0.0007205620383899,0.9504377546886486,0.9756358989430384,0.2617235692151269,0.0353464452697417,0.0506037303337487,0.0399458122386264,0.0031053260840843,0.0035814950759296,0.0256395058628542,0.4616777300834656,0.3357845544815063,0.3361656069755554,1.0
afr,eng,MT560_OPUS100,267526,MT560_OPUS_Tatoeba,62.4,1.4,75.7,1.0,60.9,1.6,76.2,1.0,28.4,1.2,0.8981,0.1209,50.0,1.3,66.9,0.9,46.8,1.5,67.0,0.9,35.3,1.1,0.8939,0.1201,57.1,1.3,70.4,1.0,52.7,1.6,70.3,1.0,30.1,1.1,0.9058,0.1099,48.1,1.3,66.2,1.0,45.0,1.5,66.3,1.0,36.2,1.2,0.8938,0.1194,70.2,1.2,80.3,0.9,66.9,1.5,80.4,0.9,21.4,1.0,0.9429,0.0644,69.8,1.3,79.8,0.9,65.9,1.6,79.9,0.9,22.2,1.1,0.9421,0.0671,59.4,1.5,70.4,1.2,55.0,1.7,70.3,1.2,31.2,1.3,0.8553,0.1704,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,2345.0,56.0,36.0,35.0,23.700660870345317,102.60080240722166,22.6272921108742,0.391304347826087,0.3846153846153846,0.4929577464788732,8.83205113505263e-06,0.0003519302396058,0.0006596181753076,0.9504377546886486,0.9733999987791584,0.217588384917694,0.0353464452697417,0.0915614012558826,0.0926002803968563,0.0031053260840843,0.0138047932815797,0.0189304818149491,0.4616777300834656,0.4114705324172973,0.471424400806427,1.0
afr,eng,MT560_OPUS100,267526,bible,16.2,0.7,39.9,0.7,13.8,0.7,40.9,0.7,65.6,1.1,0.6093,0.1129,32.6,1.0,54.3,0.9,27.4,1.0,55.1,0.8,50.8,1.1,0.7846,0.0839,26.6,0.9,49.6,0.8,23.0,1.0,50.3,0.8,54.6,1.1,0.7434,0.0974,28.0,0.9,50.7,0.8,24.0,1.0,51.5,0.8,54.3,1.1,0.7542,0.0925,26.6,1.0,49.0,0.8,21.3,1.0,50.3,0.8,59.4,1.2,0.7709,0.0786,25.2,1.0,47.7,0.8,20.0,0.9,49.1,0.8,61.5,1.2,0.7671,0.0774,8.9,0.5,30.5,0.5,7.3,0.5,31.3,0.5,78.8,1.5,0.4483,0.0814,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,1000.0,56.0,36.0,26.0,23.700660870345317,102.60080240722166,106.373,0.391304347826087,0.3170731707317073,0.4193548387096774,8.83205113505263e-06,0.0003519302396058,0.0002444229268705,0.9504377546886486,0.9290370894612396,0.1934604225618504,0.0353464452697417,0.1146054933672392,0.1004950779764225,0.0031053260840843,0.0249550028838155,0.0409112845872029,0.4616777300834656,0.6447618901729584,0.6388069689273834,1.0
afr,eng,MT560_OPUS100,267526,flores,35.6,1.0,57.8,0.7,29.7,1.0,59.4,0.7,48.4,1.1,0.7342,0.1269,54.7,1.1,71.6,0.8,48.1,1.2,73.0,0.7,32.6,1.0,0.8679,0.0686,49.7,1.1,68.0,0.8,44.0,1.2,69.3,0.7,35.8,1.0,0.841,0.0868,50.1,1.1,68.5,0.7,44.0,1.1,69.9,0.7,35.8,1.0,0.8445,0.0856,60.8,1.2,75.6,0.7,54.2,1.2,76.8,0.7,28.0,1.0,0.8942,0.0464,60.5,1.2,75.1,0.8,53.7,1.3,76.4,0.7,28.8,1.0,0.8928,0.0489,14.2,0.7,36.9,0.7,11.8,0.7,38.2,0.7,73.3,1.5,0.4778,0.1032,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,1012.0,56.0,36.0,39.0,23.700660870345317,102.60080240722166,106.64229249011858,0.391304347826087,0.3894736842105263,0.48,8.83205113505263e-06,0.0003519302396058,0.0003613721020737,0.9504377546886486,0.9517166821077522,0.0006826625776725,0.0353464452697417,0.0377722632723874,0.0109810161095522,0.0031053260840843,0.0035516277401886,0.003912699935678,0.4616777300834656,0.4684131741523742,0.0265035033226013,1.0
afr,eng,MT560_OPUS100,267526,MT560_OPUS_OpenSubtitles_v2018,65.8,2.2,76.0,1.7,59.3,2.6,76.5,1.7,30.8,2.1,0.9014,0.112,32.2,1.9,51.8,1.6,27.9,2.2,52.9,1.6,57.2,2.2,0.8195,0.1505,41.7,2.1,57.0,1.7,35.1,2.6,57.4,1.7,45.7,2.0,0.8461,0.1419,30.8,1.9,50.9,1.6,26.4,2.2,51.9,1.6,57.2,2.0,0.8175,0.1498,55.7,2.3,68.1,1.7,47.7,2.7,68.2,1.7,36.0,2.2,0.898,0.1072,48.5,2.3,63.4,1.7,40.2,2.7,64.0,1.8,46.8,2.5,0.8652,0.1263,59.3,2.6,69.0,2.1,50.1,3.1,69.0,2.1,34.1,2.4,0.8805,0.1474,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,1000.0,56.0,36.0,33.0,23.700660870345317,102.60080240722166,19.635,0.391304347826087,0.3707865168539326,0.4782608695652174,8.83205113505263e-06,0.0003519302396058,0.0016806722689075,0.9504377546886486,0.9895174749144628,0.6250507435577454,0.0353464452697417,0.0934554662631302,0.0923278437583274,0.0031053260840843,0.0131006492007265,0.2333332837988995,0.4616777300834656,0.355001151561737,0.5028649568557739,1.0
afr,eng,MT560_OPUS100,267526,OPUS_bible,19.5,0.8,42.6,0.7,16.5,0.8,43.7,0.7,65.0,1.2,0.6345,0.114,39.0,1.2,59.1,0.9,33.6,1.2,59.9,0.9,48.1,1.3,0.8082,0.0776,31.7,1.1,53.8,0.8,27.9,1.1,54.6,0.8,52.4,1.2,0.7698,0.0928,33.2,1.1,55.0,0.9,28.9,1.2,55.8,0.8,52.0,1.2,0.7785,0.0887,39.6,1.2,59.0,0.9,33.0,1.2,60.0,0.9,50.0,1.2,0.82,0.0666,37.9,1.1,57.7,0.8,31.2,1.1,58.7,0.8,52.1,1.2,0.8172,0.0648,10.3,0.5,31.5,0.5,7.9,0.5,32.4,0.5,79.7,1.7,0.4626,0.0824,0.6,0.4,0.63,0.5144,0.5687,0.6,997.0,1000.0,56.0,36.0,26.0,23.700660870345317,102.60080240722166,103.022,0.391304347826087,0.3170731707317073,0.4193548387096774,8.83205113505263e-06,0.0003519302396058,0.0002523732794937,0.9504377546886486,0.931232751784274,0.1556168113342242,0.0353464452697417,0.1069401204564082,0.0965368566579469,0.0031053260840843,0.0189569619187055,0.0436947619255182,0.4616777300834656,0.6372407972812653,0.6049506366252899,1.0
